frame_number,timestamp,similarity,match_image_path
10,0:00:00,0.7852214574813843,WhatsApp_Video_2025-10-24_at_13_F10_f3eb0ad7.jpg
15,0:00:00,0.8233845233917236,WhatsApp_Video_2025-10-24_at_13_F15_02f17c3a.jpg
20,0:00:00,0.829915463924408,WhatsApp_Video_2025-10-24_at_13_F20_2c3d7a1c.jpg
25,0:00:00,0.7945356369018555,WhatsApp_Video_2025-10-24_at_13_F25_6195bc46.jpg
30,0:00:01,0.8255215883255005,WhatsApp_Video_2025-10-24_at_13_F30_1df68000.jpg
35,0:00:01,0.8258811235427856,WhatsApp_Video_2025-10-24_at_13_F35_508172d0.jpg
40,0:00:01,0.8800110816955566,WhatsApp_Video_2025-10-24_at_13_F40_7b1f7df1.jpg
45,0:00:01,0.794252872467041,WhatsApp_Video_2025-10-24_at_13_F45_afdf5080.jpg
50,0:00:01,0.8089524507522583,WhatsApp_Video_2025-10-24_at_13_F50_f951a321.jpg
115,0:00:03,0.7689265012741089,WhatsApp_Video_2025-10-24_at_13_F115_c3ebe41c.jpg
