frame_number,timestamp,similarity,match_image_path
10,0:00:00,0.7852214574813843,WhatsApp_Video_2025-10-24_at_13_F10_b37293a1.jpg
15,0:00:00,0.8233845233917236,WhatsApp_Video_2025-10-24_at_13_F15_676707c7.jpg
20,0:00:00,0.829915463924408,WhatsApp_Video_2025-10-24_at_13_F20_90924fd6.jpg
25,0:00:00,0.7945356369018555,WhatsApp_Video_2025-10-24_at_13_F25_763d8201.jpg
30,0:00:01,0.8255215883255005,WhatsApp_Video_2025-10-24_at_13_F30_30ee4991.jpg
35,0:00:01,0.8258811235427856,WhatsApp_Video_2025-10-24_at_13_F35_de660324.jpg
40,0:00:01,0.8800110816955566,WhatsApp_Video_2025-10-24_at_13_F40_cf1a2315.jpg
45,0:00:01,0.794252872467041,WhatsApp_Video_2025-10-24_at_13_F45_45873fd8.jpg
50,0:00:01,0.8089524507522583,WhatsApp_Video_2025-10-24_at_13_F50_69c73c6a.jpg
115,0:00:03,0.7689265012741089,WhatsApp_Video_2025-10-24_at_13_F115_8801258c.jpg
